tweet_id,image_id,text_info,text_info_conf,image_info,image_info_conf,tweet_text,image_path
901813742933073921,901813742933073921_1,not_informative,0.6659999999999999,informative,0.7121,Harvey suxors. Got water n the house. Not good. At least my 3 lawn ornaments are perfectly fine...? ὤ4 https://t.co/1efbCd5MCV,data_image/hurricane_harvey/27_8_2017/901813742933073921_1.jpg
901813758690902017,901813758690902017_0,not_informative,0.5522,informative,1.0,Green Bridge in #Houston is 6 m high! #Harvey #Texas https://t.co/ujZc9vrEZI,data_image/hurricane_harvey/27_8_2017/901813758690902017_0.jpg
901814219191943168,901814219191943168_0,not_informative,0.5147,informative,1.0,"Houston, Right Now, is a Disaster https://t.co/SUVvnt3mLG https://t.co/7JTBaofO8u",data_image/hurricane_harvey/27_8_2017/901814219191943168_0.jpg
901822216194605056,901822216194605056_0,not_informative,1.0,informative,1.0,RT @kewilpee: Cautionary tale kids; this is what happens when drunk #tweet á¼·Aá¼·7á¾”3 #HoustonFlood #HurricaneHarvey https://t.co/w22NDz2us2,data_image/hurricane_harvey/27_8_2017/901822216194605056_0.jpg
904206815348609026,904206815348609026_0,not_informative,0.6645,informative,0.7498,RT @RyanAFournier: A picture worth a thousand words... #HurricaneHarvey https://t.co/ZM3Yi441FC,data_image/hurricane_harvey/3_9_2017/904206815348609026_0.jpg
904207051076853760,904207051076853760_0,not_informative,0.6659,informative,1.0,RT @PopSci: Come watch a supercomputer simulation of a devastating tornado https://t.co/zxJk72Bydf https://t.co/bMWbKcZEfz,data_image/hurricane_harvey/3_9_2017/904207051076853760_0.jpg
904216824635506690,904216824635506690_0,not_informative,0.7573,informative,0.7152,RT @CoolHandLukeX1: á½Š5BREAKINGá½Š5 Trump caught looting in #Houston by @CNN #Harvey #HarveyRelief https://t.co/liNWEXq6PQ,data_image/hurricane_harvey/3_9_2017/904216824635506690_0.jpg
904252318186692608,904252318186692608_0,not_informative,0.5035,informative,0.6678,"RT @AlbertSamaha: After Lakewood Church opened its doors this morning, long line of cars to get in. #Harvey https://t.co/j8fzMtXzGK",data_image/hurricane_harvey/3_9_2017/904252318186692608_0.jpg
904285079857487872,904285079857487872_0,not_informative,0.6695,informative,0.6697,RT @blackvoices: People want Hurricane Harvey heroes to replace Confederate statues https://t.co/kAWtNTJjII https://t.co/SyXSTWGxLV,data_image/hurricane_harvey/3_9_2017/904285079857487872_0.jpg
904287900241719296,904287900241719296_0,not_informative,0.6827,informative,0.7732,How the #Media covered #HurricaneHarvey https://t.co/s62Y8rrXOW https://t.co/5RZXr41RKu,data_image/hurricane_harvey/3_9_2017/904287900241719296_0.jpg
904295937174114304,904295937174114304_0,not_informative,0.7307,informative,1.0,RT @Mr_DrinksOnMe: Need my charger to look at memes during Hurricane Harvey. https://t.co/MtnPVQWXCa,data_image/hurricane_harvey/3_9_2017/904295937174114304_0.jpg
904319481723453442,904319481723453442_0,not_informative,0.6688,informative,1.0,RT @TexasOnThames: The funniest #Osteen meme I have seen so far. #harvey #houston https://t.co/hM566dYv2M,data_image/hurricane_harvey/3_9_2017/904319481723453442_0.jpg
904397381365628928,904397381365628928_0,not_informative,0.6963,informative,1.0,Watt and #Texans in Houston. #Harvey https://t.co/smpTKwPEbg,data_image/hurricane_harvey/3_9_2017/904397381365628928_0.jpg
904397381365628928,904397381365628928_2,not_informative,0.6963,informative,1.0,Watt and #Texans in Houston. #Harvey https://t.co/smpTKwPEbg,data_image/hurricane_harvey/3_9_2017/904397381365628928_2.jpg
904397381365628928,904397381365628928_3,not_informative,0.6963,informative,1.0,Watt and #Texans in Houston. #Harvey https://t.co/smpTKwPEbg,data_image/hurricane_harvey/3_9_2017/904397381365628928_3.jpg
904406176745521155,904406176745521155_0,not_informative,0.5734,informative,0.3403,Call the Texas Immigrant Rights hotline if you have experienced an instance of hate or discrimination. #SB4 #Harvey https://t.co/yj18b8rEw0,data_image/hurricane_harvey/3_9_2017/904406176745521155_0.jpg
904414488119541760,904414488119541760_0,not_informative,1.0,informative,0.6419,RT @LaughorCryonFB: @AlexJMiddleton He saw your tweets! #HurricaneHarvey #PutitBack https://t.co/kkS0W84QGb,data_image/hurricane_harvey/3_9_2017/904414488119541760_0.jpg
904453946147827716,904453946147827716_0,not_informative,0.7242,informative,0.6435,"Not going to lie, part of me does it for the photo-ops #HurricaneSergio #Harvey #Mugatu https://t.co/uraTq9U99r",data_image/hurricane_harvey/3_9_2017/904453946147827716_0.jpg
904464153036894208,904464153036894208_0,not_informative,0.3545,informative,1.0,EPA to intentionally set fires to trailers at flooded chemical plant outside Houston https://t.co/x7rF7LVG0r https://t.co/5Lux5Wug1s,data_image/hurricane_harvey/3_9_2017/904464153036894208_0.jpg
904464246825766912,904464246825766912_0,not_informative,0.599,informative,1.0,Churches Hold Sunday Services in Wake of Tropical Storm Harvey https://t.co/plWMmThPC4 https://t.co/6mZvIYTq6l,data_image/hurricane_harvey/3_9_2017/904464246825766912_0.jpg
904480677583773696,904480677583773696_0,not_informative,0.5061,informative,1.0,WATCH: Harvey 1st Responder from New York Gets His First Whataburger https://t.co/sjsWvfsqQV https://t.co/C1ugev2BRi,data_image/hurricane_harvey/3_9_2017/904480677583773696_0.jpg
904481679598911488,904481679598911488_0,not_informative,0.6237,informative,1.0,Moments of Hope and Inspiration Rise Above the Chaos of Harvey https://t.co/WGKlEZ19FW https://t.co/KrbDM0wRWI,data_image/hurricane_harvey/3_9_2017/904481679598911488_0.jpg
904606118525239296,904606118525239296_0,not_informative,0.3423,informative,0.7593,RT @MPrendergastTX: Buffalo Bayou in Houston. Unbelievable. #houwx #houstonflood #txwx #Harvey https://t.co/grCKUmZYmr,data_image/hurricane_harvey/4_9_2017/904606118525239296_0.jpg
904623462077140993,904623462077140993_0,not_informative,0.7668,informative,0.3492,#Texas #Edges #Closer to #Recovery after #Harvey as #Key #Pipe... - https://t.co/9tOltjfbbK - #News https://t.co/mmAe2SORTz,data_image/hurricane_harvey/4_9_2017/904623462077140993_0.jpg
904630236712665088,904630236712665088_0,not_informative,0.7179,informative,0.6552,Storm Harvey pushes up UK petrol price https://t.co/Vm2tRz0ppH #cpo #procurement #energy #fuel #oil #gas https://t.co/AbPPNtSeWl,data_image/hurricane_harvey/4_9_2017/904630236712665088_0.jpg
904635018965868544,904635018965868544_0,not_informative,1.0,informative,0.659,Hurricane Harvey: Reflections of a Keyboard Warrior - https://t.co/N8nMOZgxdI https://t.co/rNSvGXGfxm,data_image/hurricane_harvey/4_9_2017/904635018965868544_0.jpg
904698110244515845,904698110244515845_0,not_informative,0.7176,informative,0.6429,This is how to use your Tendr wedding registry to support @RedCross Harvey relief: https://t.co/9Rh7D9RFsy https://t.co/NzcyuSeFa0,data_image/hurricane_harvey/4_9_2017/904698110244515845_0.jpg
904701869322317824,904701869322317824_0,not_informative,1.0,informative,0.5813,"Some memes are real fixer-uppers, like this one trying to make #Harvey about Obama... https://t.co/3j4FoWJiHT",data_image/hurricane_harvey/4_9_2017/904701869322317824_0.jpg
904705134239903744,904705134239903744_0,not_informative,0.7173,informative,0.6742,A 2% risk of a tornado within 25 miles of a point today. #INwx #Indy #CarmelIN https://t.co/ZQhNdB4URj,data_image/hurricane_harvey/4_9_2017/904705134239903744_0.jpg
904706043690745856,904706043690745856_0,not_informative,0.6469,informative,1.0,"Houston, Corpus Christi, Beaumont &amp; SE Texas seeing mosquitoes w/ Zika Virus: https://t.co/xgScwx2OTn #Harvey #Texas https://t.co/Bh7agkhdac",data_image/hurricane_harvey/4_9_2017/904706043690745856_0.jpg
904737170434519040,904737170434519040_0,not_informative,0.3508,informative,0.6675,"#Harvey, Hell, and High Water https://t.co/K4gsAVJrnw https://t.co/HLWDM5qCwL",data_image/hurricane_harvey/4_9_2017/904737170434519040_0.jpg
904742654306656257,904742654306656257_0,not_informative,0.6237,informative,1.0,RT @MilwaukeeRR: Op Ed: Will Walker Learn From Hurricane Harvey? https://t.co/XbBHlNDvmD https://t.co/SLF3Whf5qm,data_image/hurricane_harvey/4_9_2017/904742654306656257_0.jpg
904779342953279489,904779342953279489_0,not_informative,0.6736,informative,0.6611,AP defends itself after EPA attacks 'misleading' report on Superfund sites #epa #superfund #hurricaneHarvey https://t.co/wXCLASH5aQ,data_image/hurricane_harvey/4_9_2017/904779342953279489_0.jpg
904796009854754819,904796009854754819_0,not_informative,0.5195,informative,1.0,Waiter Fired For Posting On FB 'Cheap' Harvey Evacuees Should 'Drown' https://t.co/FxCKwh7Biq https://t.co/u9CbGIdxHU,data_image/hurricane_harvey/4_9_2017/904796009854754819_0.jpg
904799370951962624,904799370951962624_0,not_informative,0.7439,informative,0.7442,#HurricaneHarvey by the numbers according to @fema -- #HoustonStrong #wfaa MORE: https://t.co/r0PpS6Dfw9 https://t.co/C1SNjwytbe,data_image/hurricane_harvey/4_9_2017/904799370951962624_0.jpg
904804014419824640,904804014419824640_0,not_informative,0.6994,informative,1.0,Saving Your Marriage from Harvey https://t.co/wfNnhHZFES https://t.co/RqM1yWMWbi,data_image/hurricane_harvey/4_9_2017/904804014419824640_0.jpg
904806901489303552,904806901489303552_0,not_informative,0.6651,informative,0.6531,Cloud Seeding Was Used Before Hurricane Harvey. Did It Amplify Its Impact? - https://t.co/HpErV4Tw2y https://t.co/g3UeWKIyRj,data_image/hurricane_harvey/4_9_2017/904806901489303552_0.jpg
904826427291271168,904826427291271168_0,not_informative,0.6357,informative,0.7564,What Would Hurricane Harvey’s Rain Do to Saucon Valley Area? https://t.co/oyNcvsrhKP #Community #Family https://t.co/2M0YbyOvoM,data_image/hurricane_harvey/4_9_2017/904826427291271168_0.jpg
904842215620583425,904842215620583425_0,not_informative,1.0,informative,1.0,"you can spot my short ass behind all the trash. a big ""fuck you!"" to harvey! #gocoogs https://t.co/RschwIu5FV",data_image/hurricane_harvey/4_9_2017/904842215620583425_0.jpg
904842215620583425,904842215620583425_1,not_informative,1.0,informative,0.3561,"you can spot my short ass behind all the trash. a big ""fuck you!"" to harvey! #gocoogs https://t.co/RschwIu5FV",data_image/hurricane_harvey/4_9_2017/904842215620583425_1.jpg
904849058749087745,904849058749087745_0,not_informative,0.4493,informative,0.6764,The Matisse that Hurricane Harvey Spared https://t.co/OMVg7U9ZXZ https://t.co/v3xqFfPT1e,data_image/hurricane_harvey/4_9_2017/904849058749087745_0.jpg
904849577450160128,904849577450160128_0,not_informative,0.5036,informative,1.0,"#HurricaneHarvey: #Texas moves toward recovery, gas prices slip https://t.co/tLqSrNx1BV https://t.co/7Hw2kZtTOY",data_image/hurricane_harvey/4_9_2017/904849577450160128_0.jpg
904869820478488576,904869820478488576_0,not_informative,0.6842,informative,1.0,RT @jlucy524: #Trump in #Texas vs. #Pence in Texas. No further caption needed. #harvey https://t.co/4ufWh5KLRv,data_image/hurricane_harvey/5_9_2017/904869820478488576_0.jpg
904987361922211840,904987361922211840_0,not_informative,1.0,informative,0.6623,"RT @Fayza: Lumberton, TX September 3, 2017 [not my photo] #harvey https://t.co/Qq7kOM05fw",data_image/hurricane_harvey/5_9_2017/904987361922211840_0.jpg
905015040750874624,905015040750874624_0,not_informative,0.6871,informative,0.6766,The size of a tornado compared to the size of wind turbines. [via https://t.co/WYESCHJdls] https://t.co/UFYp59IRJd,data_image/hurricane_harvey/5_9_2017/905015040750874624_0.jpg
905033648268652544,905033648268652544_0,not_informative,0.6589,informative,0.6727,"https://t.co/vn5GOOhx8j No, Hurricane Harvey Was Not God’s Judgment On Texas https://t.co/f6Q6EbIFja https://t.co/TA77xVEhTe",data_image/hurricane_harvey/5_9_2017/905033648268652544_0.jpg
905037826286387200,905037826286387200_0,not_informative,0.6339,informative,1.0,How low can #hackers go? Low enough to start #HurricaneHarvey email scams. https://t.co/rtChvW9Xva https://t.co/Yk6eQsifsK,data_image/hurricane_harvey/5_9_2017/905037826286387200_0.jpg
905042714378604546,905042714378604546_0,not_informative,0.7388,informative,0.732,"Mother Nature: Harvey was cute, now hold my beer. https://t.co/HYPQZQmfFq",data_image/hurricane_harvey/5_9_2017/905042714378604546_0.jpg
905043391989157888,905043391989157888_0,not_informative,0.491,informative,0.6294,"Houston one week on: relief, religion, recovery – in pictures https://t.co/qkcbPFohTi https://t.co/IDNWkmWhcw",data_image/hurricane_harvey/5_9_2017/905043391989157888_0.jpg
905056675295621120,905056675295621120_0,not_informative,0.6667,informative,0.3333,Nebraska National Guard members head to Houston. https://t.co/Z0hJtD6W1B https://t.co/naxmvAEMkd,data_image/hurricane_harvey/5_9_2017/905056675295621120_0.jpg
905060214847799297,905060214847799297_0,not_informative,0.3647,informative,0.3363,Arch of peace Milan Italy #jnj @donateaphoto #HurricaneHarvey https://t.co/duBTYlIcuo https://t.co/FhrdHyk58o,data_image/hurricane_harvey/5_9_2017/905060214847799297_0.jpg
905068910726217728,905068910726217728_0,not_informative,0.6729,informative,0.5243,Hi Harvey! We’ve been expecting you. https://t.co/XvnRolQ3LD https://t.co/GxQJnAkuqO,data_image/hurricane_harvey/5_9_2017/905068910726217728_0.jpg
905109636356780032,905109636356780032_0,not_informative,0.6372,informative,0.7128,PHOTO: Newlyweds pose in flood after Harvey https://t.co/m139SBp6c4 https://t.co/YFzHD8cruM,data_image/hurricane_harvey/5_9_2017/905109636356780032_0.jpg
905114566081867781,905114566081867781_0,not_informative,0.6861,informative,0.7413,RT @IBMIoT: Managing storm water with the Internet of Things https://t.co/lTN5pRqx5p #IoT #weather #Harvey https://t.co/tWhHyq5vV4,data_image/hurricane_harvey/5_9_2017/905114566081867781_0.jpg
905119957821915138,905119957821915138_0,not_informative,1.0,informative,1.0,Harvey ou Irma á¾“7á¼¿Dá¾“7á¼¿Dá¾“7á¼¿D https://t.co/83ojha51JD,data_image/hurricane_harvey/5_9_2017/905119957821915138_0.jpg
905119957821915138,905119957821915138_1,not_informative,1.0,informative,1.0,Harvey ou Irma á¾“7á¼¿Dá¾“7á¼¿Dá¾“7á¼¿D https://t.co/83ojha51JD,data_image/hurricane_harvey/5_9_2017/905119957821915138_1.jpg
905119957821915138,905119957821915138_2,not_informative,1.0,informative,1.0,Harvey ou Irma á¾“7á¼¿Dá¾“7á¼¿Dá¾“7á¼¿D https://t.co/83ojha51JD,data_image/hurricane_harvey/5_9_2017/905119957821915138_2.jpg
905143518569615361,905143518569615361_0,not_informative,0.7609,informative,0.3333,"RT @Jacksonw95: Mother Nature putting on a show at Sebago Lake, ME! @WCSH6 @NOAA #funnelcloud #tornado https://t.co/A0xHtis8Tp",data_image/hurricane_harvey/5_9_2017/905143518569615361_0.jpg
905160902000775168,905160902000775168_0,not_informative,0.3574,informative,1.0,"RT @briantashman: If President Trump rescued you or your cats during Harvey, my DMs are open. https://t.co/2RIrohaFFF",data_image/hurricane_harvey/5_9_2017/905160902000775168_0.jpg
905160902000775168,905160902000775168_1,not_informative,0.3574,informative,0.695,"RT @briantashman: If President Trump rescued you or your cats during Harvey, my DMs are open. https://t.co/2RIrohaFFF",data_image/hurricane_harvey/5_9_2017/905160902000775168_1.jpg
905196162415820805,905196162415820805_2,not_informative,0.7248,informative,1.0,"Harvey may have taken a lot, but it didn't take any of the fun away @shankedleft https://t.co/2x5R6ilxtv",data_image/hurricane_harvey/5_9_2017/905196162415820805_2.jpg
905220289243611136,905220289243611136_0,not_informative,0.677,informative,1.0,High-pressure wedge effect is a big reason why Harvey stalled near the Gulf coast https://t.co/QCxlEN5lH4 https://t.co/oG9cPtsPR9,data_image/hurricane_harvey/6_9_2017/905220289243611136_0.jpg
905277902266273792,905277902266273792_0,not_informative,0.5873,informative,0.7734,"LMAO In all seriousness, Irma is Harvey on roids. God protect everyone in her path... whatever that may be! https://t.co/4HzuIy4aSO",data_image/hurricane_harvey/6_9_2017/905277902266273792_0.jpg
905289541862531073,905289541862531073_0,not_informative,0.6514,informative,0.3507,When you can't find an umbrella #Harvey #Texas https://t.co/KlweEr3Uhh,data_image/hurricane_harvey/6_9_2017/905289541862531073_0.jpg
905325481632731138,905325481632731138_0,not_informative,0.6664,informative,1.0,"Gay people are to blame for Hurricane Harvey, Christian leaders say https://t.co/e6Biwg1bzC https://t.co/cD2mG8R1rK",data_image/hurricane_harvey/6_9_2017/905325481632731138_0.jpg
905351240715866112,905351240715866112_0,not_informative,0.8289,informative,0.6634,RT @Beserker39: Lol playing Pokémon Go after Hurricane Harvey https://t.co/Xpc1gicBLN,data_image/hurricane_harvey/6_9_2017/905351240715866112_0.jpg
905377014659637248,905377014659637248_0,not_informative,0.5108,informative,0.7807,"To put Irma in Kansas terms, this would be like getting hit by a rain wrapped EF-4 tornado...for several hours. https://t.co/fVdfb4fTkg",data_image/hurricane_harvey/6_9_2017/905377014659637248_0.jpg
905391662691741696,905391662691741696_0,not_informative,1.0,informative,1.0,RT @Joshthesmoke: I am so Fuckin Proud to be a Texan right Now ! #Harvey #TexasStrong https://t.co/FAN9bpUorz,data_image/hurricane_harvey/6_9_2017/905391662691741696_0.jpg
905427798466207746,905427798466207746_0,not_informative,1.0,informative,1.0,What a difference a week makes. #harvey https://t.co/PLtihwqqWR,data_image/hurricane_harvey/6_9_2017/905427798466207746_0.jpg
905427798466207746,905427798466207746_1,not_informative,1.0,informative,0.6841,What a difference a week makes. #harvey https://t.co/PLtihwqqWR,data_image/hurricane_harvey/6_9_2017/905427798466207746_1.jpg
905449454827909125,905449454827909125_0,not_informative,0.5321,informative,1.0,House lawmakers to vote on $8.5 billion Harvey bill - https://t.co/DbSPpvii7b https://t.co/neT7dT9Y5x,data_image/hurricane_harvey/6_9_2017/905449454827909125_0.jpg
905511491281047552,905511491281047552_0,not_informative,0.6409999999999999,informative,0.6652,Q2: How are Hurricanes Harvey and now Irma affecting your job? https://t.co/usaJRemI90 #TruckersChat https://t.co/V74Cnolckv,data_image/hurricane_harvey/6_9_2017/905511491281047552_0.jpg
905522512141860864,905522512141860864_0,not_informative,0.8140000000000001,informative,0.3673,RT @SpeeedySSJ: @AnimatedMuscle You can see a small tornado forming lol. Get inside muscle. https://t.co/I8wfdumxSi,data_image/hurricane_harvey/6_9_2017/905522512141860864_0.jpg
905545122150047744,905545122150047744_0,not_informative,0.6116,informative,1.0,SLP Corner: What I Learned as an SLP During Hurricane Harvey - https://t.co/8kYkYgXeYB #slpeeps #slpbloggers https://t.co/lWc7Op7K22,data_image/hurricane_harvey/6_9_2017/905545122150047744_0.jpg
905548507343454208,905548507343454208_0,not_informative,0.6997,informative,1.0,UHV prepares to start fall classes after Hurricane Harvey https://t.co/ROSPvOz6x7 https://t.co/UHRL1yswvv,data_image/hurricane_harvey/6_9_2017/905548507343454208_0.jpg
905552797357170688,905552797357170688_0,not_informative,0.6844,informative,0.3524,Hotwire #3 from @crimethinc on autonomous #HarveyRelief and #DACA https://t.co/vxAcYC1yyh https://t.co/opUX6Vz2rn,data_image/hurricane_harvey/6_9_2017/905552797357170688_0.jpg
905555972642541570,905555972642541570_0,not_informative,0.5108,informative,1.0,Our little town of Nome. #HurricaneHarvey #TexasStrong https://t.co/bu4YpK2Y7v,data_image/hurricane_harvey/6_9_2017/905555972642541570_0.jpg
905570747313217536,905570747313217536_1,not_informative,0.3556,informative,0.6940000000000001,"9/5, evening: #VET members + soldiers engaged in ""puppy therapy."" #TAMU #CVM #Harvey https://t.co/OoMe7sIgrZ",data_image/hurricane_harvey/6_9_2017/905570747313217536_1.jpg
905570747313217536,905570747313217536_2,not_informative,0.3556,informative,0.6723,"9/5, evening: #VET members + soldiers engaged in ""puppy therapy."" #TAMU #CVM #Harvey https://t.co/OoMe7sIgrZ",data_image/hurricane_harvey/6_9_2017/905570747313217536_2.jpg
905587869963735041,905587869963735041_0,not_informative,0.6553,informative,0.5141,Click HEREâž¡ï¸https://t.co/McDIFuPAWK #Finance #Politics #Business â–¶ï¸Post-Harvey Houston faces a car crunch https://t.co/h0exP5cPr1,data_image/hurricane_harvey/7_9_2017/905587869963735041_0.jpg
905607141876260866,905607141876260866_0,not_informative,0.6616,informative,0.6888,RT @MorganCarlston: Pretty sure y'all got investigate reporters... https://t.co/MsF9vsaQz2 https://t.co/nqXtGcHFfk,data_image/hurricane_harvey/7_9_2017/905607141876260866_0.jpg
905664802214858752,905664802214858752_0,not_informative,1.0,informative,0.6648,Nature At Its Fiercest And Humanity At Its Best https://t.co/HAPdx47L5R https://t.co/S7f3Sqoq7d,data_image/hurricane_harvey/7_9_2017/905664802214858752_0.jpg
905677390021406720,905677390021406720_0,not_informative,0.5249,informative,1.0,"Hurricane Harvey: ""leaves a trail of unprecedented destruction."" Irma: Hold my beer, boy. Jose: ¡Saca las chelas! https://t.co/00wksNqlp1",data_image/hurricane_harvey/7_9_2017/905677390021406720_0.jpg
905741869937778688,905741869937778688_0,not_informative,0.5241,informative,1.0,RT @BreckCap: Blog: Municipal Credit Implications of Hurricane Harvey https://t.co/zaRp0UmJoG https://t.co/LedFvUfCwL,data_image/hurricane_harvey/7_9_2017/905741869937778688_0.jpg
905750817709404160,905750817709404160_0,not_informative,0.7075,informative,0.6842,@MariaBartiromo @foxandfriends @CNN @MSNBC @GMA @LifeZette @GovMikeHuckabee @DNC @HouseGOP Harvey/Irma cld use $$$ https://t.co/0rhHgb4c94,data_image/hurricane_harvey/7_9_2017/905750817709404160_0.jpg
905777977249681409,905777977249681409_2,not_informative,0.3524,informative,1.0,RT @JabezLeal: RT to help my teammates out ὤFἿCἼ8#KingwoodHighSchool #HurricaneHarvey #RubTheHoof https://t.co/MXRepdFBGe,data_image/hurricane_harvey/7_9_2017/905777977249681409_2.jpg
