tweet_id,text_info_conf,tweet_text,text_info
922461855695757313,1.0,getting another box shirts ready send 4 h ers puerto rico come kentucky 4 h let lend hand,1
908566528898895872,0.647,finally finished walls now sorting losses harvey houstonstrong newseason,1
930059447237595136,1.0,rt a 7 2 earthquake hit iraq amp surrounding regions i hope everyone safe,1
930119563051655169,1.0,the iran earthquake recorded sep seismometer installed,1
931198581368872960,0.6578,huge earthquake could strike today says prophet predicted iran iraq killer quake,1
905658541158961152,0.6578,rt hurricane irma battering puerto rico appears headed straight toward miami,1
909766700853338112,0.669,irma inundated us we need your help,1
905719011438198784,0.6667,climate justice 5 5 5 leader barbuda,0
922890988863021056,1.0,getting ready wrap send cc,0
906872964729200641,1.0,auto posting blog wordpress com free domain socialmedia former steve harvey,0
904299215022645248,0.6639,houston mayor orders evacuations president trump visits harvey stricken region,1
914682387249995776,1.0,comic diary living puertorico 2 2 2 hurricanemaria prstrong,0
904697308947914753,0.6843,drones prove useful harvey recovery ffa issues 43 permits harvey2017,1
901692441337745408,0.6514,welp beer menu hurricane harvey saturday night,0
928376117144248320,0.6909,private company buys 26 generac generators employees without power puerto rico,0
905715102258569216,0.6355,hurricane irma get us out barbudan hid baby closet storm tore roof house,1
905712012965142529,0.6658,8 killed 23 injured hurricane irma wrath,1
930804684155219968,1.0,photo op rejected hasbarah talking point reinforced,0
929457864980287488,0.6885,driving early morning san juan puerto rico,0
913863201162514432,1.0,beyonce releases spanish language track to benefit puerto rico mexico hurricane,0
908004777396711424,0.6863,market extra why harvey irma change fed rate raising timeline business,1
921765286608588800,0.6436,students in the virgin islands puerto rico qualify for discounted tuition at new jersey,0
909824546772938752,1.0,donor suggest sending cbc t shirts to help hurricane harvey victims,1
919871048652394496,1.0,red sun crosby beach looks like california sun wildfires liverpool hurricaneophelia,0
908325549570916352,0.6442,meg kelly met supporters yesterday share beautiful late summer evening harvey,0
901655097293377536,0.6459999999999999,rt rockport tx damage via feeling folks hurricaneharvey khou11,1
910533089809575938,1.0,highly effective earthquake devastates central mexico,1
907393829451558912,1.0,harvey norman record breaking copiously lipsticked pig 2,0
909413253620670466,1.0,irma also changed color swimming pools,0
916231553373569026,1.0,business puerto rico one world biggest centers pharmaceutical manufacturing,0
909894624898101248,0.6723,some noaa imagery summerland key near keywest cars parked irma,1
906507087039139841,0.6686,rt well coming together harvey lasted long,0
909780326414610434,1.0,how warriors helped displaced animals due hurricane irma the mercury news,1
922765182794895360,1.0,free store opens in healdsburg for fire victims,1
910579826880241665,1.0,having ravaged puerto rico one hurricane maria leave island amp begin curving east coast,1
905671358956240896,0.3598,2 minutes left donate,0
912990487501557761,0.6735,rt tell us really feel obx hurricanemaria,0
930120851634102272,1.0,pope offers prayerful solidarity iran iraq earthquake victims,0
928498940286324736,1.0,over half puerto rico schools remain closed,1
910227474948268035,1.0,new task force supports hurricane irma victims,1
909722848046010368,1.0,the caribbean hit lot storms year still 72 days hurricane season ends,1
908783332305129472,0.6587,sending supplies today sirchiesupports policepartners houstonstrong harvey,1
904207083066855425,1.0,join supporting affected hurricaneharvey houstonstrong,1
905486990279397382,0.6805,rt austin turnkey vacation rentals takes hit harvey texas coast,1
917923911957803008,1.0,just hour ne napa fires placer county sunset shrouded smoky haze california wildfires,0
901697659613966336,1.0,nytimes by midnight two deaths reported appeared related hurricane harvey,1
930136678488043522,0.6467,oxfam assist iraq amid recent earthquake country director,1
909780780586606593,1.0,let smile change world never let world change smile 4 9 tumblr irma defase sister melhor,0
907769556999032832,0.6679,yeah i been ready go jnj hurricaneharvey,0
910187666917994498,0.6582,no idea means teams made irma jokes 0 1,1
910255623543148544,0.6841,so proud collier bees bringing supplies victims hurricane irma colliercares,1
871703976097583105,0.5126,in bangladesh midwives deliver amid storm cyclonemora,1
910632210453061632,0.736,joz watch the human tragedy mexico 1985 earthquake gandhos,1
922499170098929664,1.0,even 15 mins first class professor like ur maria like the hurricane im,0
904963065397043200,1.0,harvey particularly urgent warning,1
904631925020680196,0.6457,how harvey helped republicans stop fighting uspolitics via,0
913795933799817216,0.6697,mexican rescue dog frida became symbol earthquake hope,0
917794024173563904,0.6792,henry cejudo suffers burns loses gold medal california wildfire,1
909820861460340736,1.0,dutch troops fail stop looting irma troops fail stop looting irma,1
930080763273412608,1.0,iran declares three days mourning 7 3 quake iraq earthquake,1
920154343738880001,0.6634,family loses california fire we going start,1
909918732188815360,0.7087,norfolk local making impact serving others hurricane irma,1
880532271446360064,1.0,when try figure pellegri salcedo mora 60m nainggolan 60m,0
908366018073985026,1.0,read delivering good helping harvey victims,1
909438094897762304,1.0,money irma business this coolest looking golf cart drive real roads,0
906725047078981636,0.6623,one click article generator linkbuilding seo tool former steve harvey writer 1,0
910147498873950208,0.6961,tree fell hurricane irma oddlysatisfying picsbae via,1
914643383133573120,0.7209,trump blames delayed message mexican quake victims bad phone reception,0
914479503472283648,1.0,it much i donated 50 hurricane maria relief red cross godblesspuertorico,1
922658961937108992,0.6943,northern california fire survivors it shameful warn us,0
909845673700405248,1.0,provides update gas prices irma harvey,1
922899811245940736,1.0,rt donations puerto rico depart new hampshire tuesday the keene sentinel newhampshire,1
873210513588719621,1.0,when i say sko say mora sko,0
911624557311672321,1.0,new earthquake hits mexico third recent quake country news,1
908792106310922240,1.0,i helped feed tx families impacted hurricaneharvey join,1
905729992742625281,1.0,hurricane irma causes devastation caribbean irma causes devastation,1
909384533828653057,0.6845,so appears many places battered hurricane irma get hit hurricane maria,1
911936245667962880,1.0,hurricane maria space amazing something beautiful cause much destruction,1
909890311941484544,1.0,irma dirty let connect week f,0
921840763553697792,0.7064,thing rndmly find best coworking space puerto rico,0
915076200346914817,0.6597,may rest peace e goodnight hurricane maria took heaven,0
909715723550851072,0.7021,tips parents help children deal stress related hurricane irma mdcps hurricaniram2017,1
872354688636788736,1.0,my whole world f f f f you best actor whole world mora saiyaaa superstar,0
912944540226609152,0.3459,rt devastated scenes hurricanemaria,1
907638987438874624,0.6591,landlords giving hurricane harvey evacuees eviction notices demanding pay rent,1
905400513201446914,0.3556,texas seeks improve health care access harvey survivors,1
922558317049864192,0.6438,tesla puerto rico lay plans long term energy solution read,0
906842826457133056,1.0,trump climate change denial nature isn wrong hurricane irma amp harvey,1
906917782964641795,0.6921,waterspout come onshore tornado warning southern st johns county flwx,1
910550148584923137,1.0,we spent many happy weeks mexico city filming help earthquake victims 2 d f,1
901729310079410176,0.6591,harvey rain total along clear creek near league city reached 2 foot mark houwx houstonflood txwx,1
923419978161905664,1.0,whitefish electric also tweets amp treats puerto rico horrible donald trump,0
909886240614486018,1.0,rt rip mango tree hurricane irma got e e,1
904330655848423424,0.6857,civil air patrol illinois wing to help survey damage from hurricane harvey,1
907301003984343040,0.8458,red cross financial assistance available hurricane harvey,1
917938308927426560,1.0,rt just in elderly wisconsin natives killed california wildfires,1
916086403523596288,0.5325,amid promises aid puerto rico still ruins via,1
928280121764610049,1.0,reedsburgpride pancakes puerto rico today,0
917849898963349510,0.6717,mma fighter breaks ankle escaping california fire upcoming ufc bout doubt,0
909416653347201024,1.0,stop local area help hurricane harvey irma victims get information here,1
906588675651330048,1.0,rt y sleeping lori harvey 6 d b,0
905148452866273281,0.6743,rt tornado warning including martinsburg wv inwood wv shanghai wv 3 30 pm edt,1
906586772573904896,1.0,veterans work save people pets harvey irma,1
927220105276264449,1.0,submitted applications volunteer puerto rico hopefully get back,1
919972893999611904,0.6756,is isis responsible for california wildfires,1
922512802362937345,0.6727,visited san jorge hospital puerto rico happy birthday corally,0
910549741196513280,1.0,rt 21 schoolchildren over 200 others killed in mexico earthquake,1
906519632860688385,0.7983,hurricane harvey caused houston sink djmissgem,1
906908822681169921,1.0,possible tornado s yeehaw junction fl flwx hurricaneirma,1
909897018583257088,0.6626,bvi b c repost my experience hurricane irma,0
907077461531394054,1.0,when make sure steve harvey host year missamerica missamerica2018,0
871269851108708357,1.0,flood relief program lions district 306 c2 ayagama lions306c2 floodsl ayagama lions100 srilanka lka,1
908357116435603458,1.0,congrats first place winner twc golf day steve harvey 9 collecting prize c c,0
909447240959262720,0.3603,as residents allowed back lower floridakeys find ramrodkey irma,1
919931231063519232,0.6546,trump takes time tweet about crooked hillary not california wildfires monday morning,0
874772578971394048,0.5436,thanks mr mora parent linking us fdny firefighters amp smokehouse teaches fire safety,0
927214532669435906,0.6691,it 61 days without power us vieques puerto rico help us,1
909864615760326657,0.672,money irma business facebook leave advertising business autopilot bloo,0
907780385727303682,0.6955,mexico rescinds harvey assist supply pure disasters,1
921773658774831104,0.6544,please read s o s children disabilities puerto rico,0
910250177264476160,1.0,irma gone hurricane jose still churning atlantic,1
915319640145911809,1.0,rt trump puerto rico real catastrophe like katrina 7 c 7 c 7 c 7 c what 7 d,1
913178314755510272,1.0,here barely category 1 hurricane maria it goes way next days,1
909780895137193984,1.0,no wonder modem stay connected irma quality well managed wiring spectrum,1
909753444952657920,0.7047,rt navy medics join hmsocean humanitarian mission irma ukaid,1
917949159742648320,0.6471,residents back to california after wild forest fire burns down,1
913861344289607681,0.6643,warnings school ignored deadly mexico earthquake official says,1
913102526383144961,1.0,rt three people taiwan died mexicoearthquake chinese embassy mexico confirms,1
876898272450838528,1.0,banners almalexia sotha sil vivec sadrith mora eso morrowind,0
910028818592677888,0.6852,an earthquake shook la after mexico get hit after irma maria 5 hitting caribbean argue w,1
901800726795616256,1.0,rt big flooding rosenberg tx harvey 8,1
927491034271150080,0.6546,powering up puerto rico rebuilding a broken island,1
912383776839348224,0.6832,hurricane maria information sources sep 25 2017,1
928413900663488512,0.6754,new leptospirosis deaths recorded puerto rico,1
909871773558198284,0.6585,modular homes offer remarkable value harvey irma container architecture,0
906615997716627456,0.7862,this old school building aransas pass harvey aransaspass,1
905388513704767489,0.5022,pets important part harvey recovery redcrosser,1
913067320083394568,1.0,hurricane maria begins moving away from u s east coast,1
923723415416131584,1.0,update illegal alien starts fire california,1
928025056126668800,0.9622,so much depends congress hears puerto rico needs massive funds,1
909783378110623744,0.6529,irma victims get three extra months pay insurance premiums,1
909785353384579074,0.7826,hurricaneharvey death toll 82 mass casualties absolutely happened,1
921861674595995649,1.0,dr gupta left puerto rico talk fnce2017 room full dietitians,0
910098383834099712,1.0,the disaster team loading early morning load run key largo w ice amp water irma,1
910523417136316416,1.0,rt deadly earthquake shakes mexico city causes buildings crumble,1
910658925485162496,1.0,mexico hit by second devastating earthquake puerto rico prepares category 5 killer,1
908086965207105536,1.0,ravaged harvey rockport faces long road cleanup,1
909946096197292032,0.6859999999999999,if lede make wanna keep reading,1
921376310034944000,1.0,layout puerto rico map done need legend fix steamer vapor colors,0
870869689445908480,1.0,mlb baseball melvin mora bobblehead baltimore orioles sga box,0
905037874403389441,1.0,steve harvey meets lady named irma,0
906304872378597376,1.0,napakagirly ni geosciences coordinator 5 thank sir harvey,0
916352428714414080,0.7136,why elon musk pitching solar panels puerto rico even residents lack clean water,0
904710459814690816,0.6529,rt undocumented workers help rebuild texas harvey,1
909781251007107072,0.6639,rvhs remembers 9 11 remembrance delayed due irma,0
909752473081884672,0.5111,garbage from irma will fuel florida power grid bloomberg as long throwing stuff away many,1
879819094408691716,1.0,when millennials grow old alex de mora,0
910658635851644928,0.6611,ozarksfirst kolr springfield woman family survives mexico earthquake,1
917864819994263553,1.0,northern california wildfires claim lives massive blaze spreads videos,1
909400859737559040,0.6422,st thomas space irma,1
910209322038284288,1.0,hurricanes harvey irma weaken us homebuilding,1
910546943457349632,1.0,tropical jose may waiting hurricane maria,1
917830092620836864,1.0,playing new friend chai she california fire evacuee starting us days i,0
878730660785127424,1.0,it wee mans birthday mora family friend made cake us,0
917807529479901184,0.6667,fire crews fighting deadly california blazes welcome cool fog,1
909401570026119168,0.6833,irma aftermath could spook waterfront property buyers 1,1
881244961341091841,1.0,mora 5 story de,0
906199066966667264,1.0,rt four texas gop lawmakers voted harvey aid package,1
910533216993456130,1.0,rt look dangerous hurricane maria winds 175 mph,1
921176414446960640,0.675,horses sheep amp turkeys evacuated from fire how to help after california fires,1
906911279805280259,1.0,breaking tornado watch ucf florida midnight irmaucf hurricaneirma,1
910694458487824384,0.6543,hellacious hurricane maria earthcastsos,1
905148527927365632,0.757,as many focus houston coastal schools slammed harvey still ache,1
907079009187581952,0.411,irma poses us 1 45bn sales hit us retailers worse harvey,1
910523518827167744,1.0,at least 49 dead strong 7 1 magnitude earthquake hit mexico city,1
920870303466524672,1.0,illegal alien charged with california wildfire that killed 40 people tiot,0
910657158290853888,1.0,don forget us san juan mayor pleads hurricane maria wsav tv,1
922522715453607936,0.6684,very impressive showdownforrelief raises least 1 8 million puerto rico 5 7 congrats,0
930018939962306560,0.6651,please accept heartfelt sympathy passing dears earthquake kermanshah iran,1
872051180549152769,1.0,pakistannavy providing relief goods flood hit areas colombo rescue operation srilanka 5 0 1 0,1
910782422991720448,0.6903,socal residents who survived mexico earthquake arrive lax tell their stories,0
910203811955904512,0.6613,maria valid 17 32z 2017 09 19 pretty irma bad,1
908441942169718784,1.0,check wes iseli magic giving project 11 hurricane harvey youtube,0
911980209175281664,0.6534,now phx airport preparing load plane mexico mexicoearthquake,0
910534271764328448,1.0,mexico earthquake kills 250 people powerful temblor collapses buildings 21 school children crushed under school,1
930001999155945472,0.6286,rt more photos earthquake kurdistan photos belong kurdistan iran cities villages,1
909910016295034881,0.6725,how hr pros are responding hurricanes irma harvey shrm hr er disaster,1
930400689406164992,0.6451,two babies born makeshift hospital amid iran earthquake,1
905729131207421952,0.6648,rt a prayer protection f d f d hurricane irma pray,1
911954851298496512,0.747,just got first real cell signal since hurricane maria hit here neighborhood i access house yet,1
921116100527521792,0.6505,top california regulator we may never know pg amp e caused wildfires insurance,1
908320017221132288,1.0,matt harvey aware poor standing mets factsapps fashion,0
907343282442776581,0.6254,harvey number houston industrial activity,1
913475154784555009,1.0,how free meals foster community post earthquake mexico city,1
910250204812632064,1.0,for needing recovery assistance hurricane irma pbc boyntonbeach wpb rivierabeach see,1
910723145878908928,1.0,update mexico earthquake aftermath rgvfox foxmcallen,1
910207813783216128,0.6534,hurricane irma make landfall naples fl watch now 9,1
876461746776453120,1.0,happy father s day undersheriff mora hope you have a blessed day thanx for your service b b b b b,0
909834191474368518,0.7256,florida insured losses irma total nearly 2 billion date,1
922895828263624706,1.0,doghalloweencostumes you float too 8puerto rico,0
921827111677104128,0.6635,proud sons helping family friends 3rd trip puerto rico,0
907669838876827651,0.3403,rt tornado vom winde verweht gone wind,1
905757477467299840,1.0,harvey i want together mike riiiiiiiiiiigggghhhhhttttt darvey,0
911698832962064384,1.0,hope action ready go viral pray world peace northkorea iran usa mexicoearthquake,0
910122015993995264,1.0,rt irma minor damage parking lot,1
906709870040244230,0.361,i know eyes irma google maps updated app includes damage along tx coast harvey,1
913397093850603520,0.6696,how biglaw hurricane maria ravaged puerto rico pressing,1
921317041365245952,0.7581,rt you ton questions puerto rico crisis we got answers,1
918043159048966144,1.0,the california wildfires bad news wine weed danger,0
913965634437992448,1.0,comunal taller de arquitectura reports mexico wake devastating earthquakes,1
904746274834046976,0.6505,ohio task force 1 demobilized returning home harvey,1
921430152189530112,1.0,inside month hurricane maria nightmare socialmedia,1
907417732580347904,1.0,post katrina lessons harvey returning students,0
930026663856963584,1.0,seismograms yesterday earthquake iran iraq border,1
905734707006066688,0.6721,rt irma hurricane conditions spreading over puerto rico,1
922653434024812544,1.0,snelovespets this jackie adopted puerto rico,0
912284013188014080,0.6695,after maria hurricane respite may short lived,1
913153323489996802,1.0,hurricane maria still danger expected alter beaches nc va md,1
901835818704261120,0.691,rt houston mayor defended decision evacuate residents ahead harvey,1
871494277951508482,1.0,israel rushes aid tens thousands sri lanka flood,1
921558508209934336,1.0,tubbs fire santarosa ranks california,1
914854749245145090,0.6561,help saintes guadeloupe after hurricanemaria,1
920474622205628416,1.0,engineered drought causing wildfires,1
923292980068237313,0.6554,1 minute video police help rescue cat california wildfires,0
909829971203502082,1.0,money irma foxbusiness oklahoma police officers shot while serving search warrant,0
921382178625335296,0.6817,one month later puerto rico still utterly destroyed,1
906928005896957953,0.6786,beautiful sunset night irma,0
905685988428656640,1.0,rt french st martin 95 destroyed hurricaineirma,1
908078784800161792,0.581,rt texas a amp m professor tests e coli harvey flooded waterways,1
877922364154986497,1.0,presentation bodegas frontonio wines barcelona fernando mora,0
908860141256273921,1.0,rt michaelsdream pls donate texasrelieffund help children affected,1
928663884730380294,1.0,aerial view damaged road caused landslide barranquitas puerto rico fema,1
923514092651982849,0.6629,bond insurer proposes timeout puerto rico litigation,0
921348316767629312,1.0,what mean despacito national anthem puerto rico,0
910586517986439169,1.0,rescue workers help people area hit hurricane maria guayama puerto rico,1
923508089583783936,0.6689,stop ripping exploiting puerto rico,0
919784813535612929,0.6667,at least 70 000 people still unable go home tonight california wildfires continue raging,1
907672880535805952,1.0,global warming no it something else hurricaneharvey hurricaneirma talk40news commentary,1
908479537104801798,1.0,relief harvey filling trucks giving supplies people need,1
908172886573293568,0.7659,0 0 0abey gandoo irma harvey happened 3 months back u r naked 0 0 0,0
906641734158954496,1.0,rt holy crap poseidon trident hurricaneharvey,0
919594745734631429,1.0,northern california restaurant community rallies feed fire victims restaurant news,1
916134570759802880,0.3346,rt mayaguez puerto rico near downtown sector el seco residents saying food going low,1
913533790437257217,1.0,in mexico demolish building ministry transport damaged earthquake,1
908998599199125504,1.0,max harvey celeb crushes,0
912312190626971648,1.0,damage hurricanemaria st thomas usvi photo credit conn davis,1
909773124987703296,0.3481,after storm call us expert advice afterthestorm florida irma mold water cleanup,0
905658161520009216,0.6721,first look hurricane irma destruction,1
910542013703041024,1.0,hurricanemaria earthquake mexico my heart heavy sending hugs,0
907698831156019202,0.6633,they support hurricane harvey victims especially customers victims,1
905749380845547521,1.0,rt how hurricane irma could change florida coast,1
905712413810597888,0.7761,rt see hurricane irma massive eye engulf island,1
909394335992631296,1.0,rt can help launches hurricane irma emergency appeal,1
922188553068703744,0.6412,rt california forest wildfire david mcnew getty images,1
909490430600990721,0.6866,cleaning irma i see online enough already,1
920753988068356096,1.0,death toll california wildfires grows 42 pg amp e sued couple lost home,1
918015310992674816,1.0,death toll california wildfires reaches 17,1
914946389649522688,1.0,expert it just a matter of time until mexico city magnitude quake hits sacramento,1
911861625895911424,0.6902,mexico city reporting eurovision livepositions mexicoearthquake,1
908566528898895872,0.647,finally finished walls now sorting losses harvey houstonstrong newseason,1
930898405399855104,0.6599,many children lost parents iran past 72 hrs sad earthquake,1
912421828618080258,0.5024,puerto rico evacuates area near crumbling dam asks aid algeria,1
910625435280486400,1.0,mexico earthquake officials report successful rescue mexico city school live,1
907336555295100934,1.0,rt it fight day come harvey williams ssgjudo ssg2015 teamenglandjudo teamharvey,0
921755152075444225,1.0,donations dropped amherst jv donative drive puerto rico,1
908386514555547651,0.6821,great post flexmanage flexmanage sponsor fema fair sept 16 harvey victims,1
911924243750846465,1.0,71km ssw paredon mexico earthquake mag 5 7 september 24 2017 06 06 12 10 06 12 gmt,1
911948866567725059,1.0,mexico music professor i teach class earthquake struck,0
921767319730294784,0.7002,hey mr trump the water puerto rico high they still deep maga despite 10,0
906107650978480129,0.6719,day 1 hurricane harvey relief today soup stuffed green pepper stop fundraiser,1
870392021319417857,1.0,mr richmond hates mr mora doesnt stop talking soccer has never spoken female student,0
909752853924925441,0.6653,d j vu first day school we thankful school community back campus af,0
905188857179545600,0.6814,back back back harvey irma jose,1
914124176386084864,1.0,ikr giving need recover hurricane maria right b e playdoughpotus,1
910653464560259072,1.0,foxalgeria earthquake puts weekend mexican soccer schedule doubt algeria,0
910104039156744197,1.0,tools you need for hurricane tools hurricane irma,1
908172698790055936,1.0,the song donna harvey kissed d darvey perfectmoment suits,0
871245851359948802,0.7702,rt cyclone mora wreaks havoc cuts power maungtaw,1
910682561084559361,1.0,mexico earthquake 230 confirmed dead rescue efforts continue,1
901826896933027840,1.0,rt watch live houston mayor speaking hurricane harvey impact city,1
911781225085362176,0.6786,usgs m4 2 sep 24 02 35 57 utc 11km n union hidalgo mexico depth 39 83km quake,1
906104421758767104,0.6772,hurricane harvey floodwater flexed earth crust,1
905636901306163200,0.6773,florida destroyed hurricane irma,1
907110258379837440,0.883,seth harvey ft vince dee we run this town newsingle newmusiceveryday,0
910136772436381699,1.0,9 success sharing 9fun recognition love team even irma challenge tough,0
871319979479662592,1.0,sine mora ex xbox one sine mora ex xbox one,0
910558295068377088,0.6486,nema update hurricane maria nema ub nemabahamas collaboration,1
905706332468240384,1.0,rt carolyn nunn harvey got jokes,0
909468636452052992,1.0,you see bit history aloha oregon tv highway harvey rabbit stillstanding you welcome,0
905157741525729280,0.6575,amazon price gouging water national emergency greed irma harvey,0
906112443398619136,0.6552,hurricane irma jose harvey damage us economy risk florida braces,1
879308261232709632,1.0,mora builds 126 year heritage new drive uk outdoor industry news,0
911769884434010114,0.6621,rt weekly news briefing 1 coin mexico earthquake north korea brexit amp the,1
911855222921859072,0.6347,the government sending extra 5 million uk aid dominica hit hurricanemaria heartnews,1
915294405975830529,1.0,rt hey puerto rico paper towels oh way screwed budget,0
879825092204802051,0.6731,downtown mora back normal,0
872563266232266752,1.0,helder vices fake movie merch hooded sweatshirt,0
916020475989336065,0.6528,hard work nothing new servicemen women dominica hurricanemaria,1
927914666180964354,0.359,cuny initiatives displaced students amp researchers from puerto rico centrovoices,1
